oid	name
96085	Kern-Tulare Water District
96086	South Valley Water Association
96087	Tulare County Farm Bureau
96088	This bill:
96089	Purpose of the bill:
96090	Integrated Health and Human Services Agencies
96091	Humboldt, Mendocino and Alameda authorizations
96092	2011 Realignment
96093	--------------------------------------------------
96094	|------------------------+-------------------------|
96095	Related legislation:
96096	Staff recommends the following amendments:
96097	Adoption services.
96098	Child abuse prevention services.
96099	Child welfare services.
96100	Delinquency prevention services.
96101	Drug and alcohol services.
96102	Mental health services.
96103	Eligibility determination.
96104	Employment and training services.
96105	Foster care services.
96106	Health services.
96107	Public health services.
96108	Housing services.
96109	Medically indigent program services.
96110	Veteran's services
96111	Aging services.
96112	u FISCAL IMPACT
96113	u BACKGROUND AND DISCUSSION
96114	u COMMENTS
96115	National Rifle Association of America
96116	John McMahon, Sheriff-Coroner, San Bernardino County
96117	Outdoor Sportsmen's Association of California
96118	Safari Club International, California Chapters
96119	Stan Sniff, Sheriff, Riverside County
96120	California Thoroughbred Trainers
96121	Jockeys Guild
96122	Lake Elsinore Casino
96123	Los Alamitos Racing Association
96124	Napa Valley Casino
96125	Amaya Inc.
96126	Rincon Band of Luisexf1o Indians
96127	PokerStars
96128	Anaheim Regional Medical Center
96129	Arroyo Grande Community Hospital
96130	Bakersfield Memorial Hospital
96131	Beverly Hospital
96132	California Hospital Medical Center, Los Angeles
96133	Community Hospital of San Bernardino
96134	Community Medical Centers
96135	Delano Regional Medical Center
96136	Dominican Hospital, Santa Cruz
96137	French Hospital Medical Center, San Luis Obispo
96138	Glendale Memorial Hospital & Health Center, Glendale
96139	Glenn Medical Center
96140	Hospital Corporation of America
96141	Keck Hospital of USC
96142	Lompoc Valley Medical Center
96143	Long Beach and Community Hospital Long Beach
96144	Long Beach Memorial
96145	Madera Community Hospital
96146	Marian Region Medical Center, Santa Maria
96147	Marina Del Rey Hospital
96148	Mark Twain St. Joseph's Hospital, San Andreas
96149	MemorialCare Health System
96150	Mercy General, Sacramento
96151	Mercy Hospital, Folsom
96152	Mercy Medical Center, Merced
96153	Mercy San Juan Medical Center, Carmichael
96154	Mercy Southwest Hospital, Bakersfield
96155	Miller Children's and Women's Hospital
96156	Northridge Hospital Medical Center
96157	Orange Coast Memorial Medical Center
96158	Physicians for Healthy Hospitals
96159	Saint Francis Memorial Hospital, San Francisco
96160	SEIU United Healthcare Workers West
96161	Sequoia Hospital, Redwood City
96162	Seton Medical Center
96163	Sierra Nevada Memorial Hospital, Grass Valley
96164	St. Bernardine Medical Center, San Bernardino
96165	St. Elizabeth Community Hospital, Red Bluff
96166	St. John's Pleasant Valley Hospital, Camarillo
96167	St. John's Regional Medical Center, Oxnard
96168	St. Joseph's Behavioral Health Center, Stockton
96169	St. Joseph's Health, Orange
96170	St. Joseph's Medical Center, Stockton
96171	St. Mary's Medical Center, Long Beach
96172	USC Norris Cancer Hospital
96173	USC Verdugo Hills Hospital
96174	Woodland Healthcare, Woodland
96175	West Santa Maria
96176	Mt. Shasta
96177	AIDS Project LA
96178	Buenstar Human Services Inc.
96179	CA Alliance of Child and Family Services
96180	CA LGBT Health and Human Services Network
96181	EQCA
96182	Sacramento LGBT Center
96183	SIA Organization
96184	WWASP Survivors
96185	DREAMS - UC at Irvine Chapter
96186	Dreams to be Heard - CSU, Northridge Chapter
96187	Educators for Fair Consideration
96188	Fullerton Dream Team
96189	Services, Immigrant Rights, and Education Network
96190	College Chapter
96191	MOVI, Money Out Voters In
96192	Grower-Shipper Association
96193	American Academy of Pediatrics California
96194	California Public Health Association - North
96195	Knowledge Universe
96196	City of Carmel by the Sea
96197	Oxnard Firefighters Association, Local 1684
96198	California OneCare
96199	Daily Kos
96200	Democracy for America
96201	Money Out, Voters In
96202	Placer County Democratic Center
96203	Represent California
96204	Represent.Us
96205	RootsAction.org
96206	California Cotton Ginners and Growers Association
96207	u California Manufacturers &Technology Association
96208	City of San Juan Capistrano
96209	GSA Network of California
96210	American Logistics Company
96211	Blue River Advisors
96212	Clean Green Technologies
96213	Colorado Ocean Coalition
96214	LivBlue
96215	Marine Watch International
96216	Mission Blue
96217	Roost LA
96218	Solazyme, Inc.
96219	Strategic Ocean Solutions
96220	T2e Energy
96221	The TerraMar Project
96222	Sylvia Earle Alliance
96223	Center for Democracy & Technology
96224	Center for Media Justice
96225	Citizens for Criminal Justice Reform - California
96226	ColorOfChange.org
96227	Engine
96228	Foursquare Labs, Inc.
96229	Internet Archive
96230	Mozilla
96231	Namecheap, Inc.
96232	New America's Open Technology Institute
96233	Oakland Privacy Working Group
96234	Restore the Fourth
96235	TechFreedom
96236	TURN-The Utility Reform Network
96237	17 individual legal scholars
96238	California Narcotics Association
96239	Attorney General
96240	Pacific Egg and Poultry Association
96241	Nevada Beverage Association
96242	The Arc and United Cerebral Palsy California Corroboration
96243	Association for Commuter Transportation, Southern California
96244	Avvantt Partners
96245	City of Culver City
96246	DE Architects
96247	Eric Garcetti, Mayor of Los Angeles
96248	Fixing Angelenos Stuck in Traffic
96249	Green Communications Initiative
96250	Hatch Mott McDonald
96251	International Brotherhood of Electrical Workers Local 11
96252	Jacobs Engineering Group
96253	Kal Krishnan Consultant Services
96254	Laborers International Union Local 300
96255	Los Angeles County Museum of Art
96256	Los Angeles Walks
96257	Meghan Sahli-Wells, Mayor of Culver City
96258	Metro Gold Line Foothill Extension Construction Authority
96259	Metropolitan Pacific Capitol, Inc.
96260	MNS Engineers Mobility 21
96261	Pacifica Services Inc.
96262	Parsons Brinkerhoff
96263	railLA
96264	SENER Engineering & Systems Inc.
96265	SKANSKA
96266	Solutions International
96267	Southern California Association of Nonprofit Housing
96268	Southern California Transit Advocates
96269	Subway to the Sea Coalition
96270	V&A Incorporated
96271	Westchester Neighbors Association
96272	Westside Center for Independent Living
96273	Orange County Building and Construction Trades
96274	(Verified9
96275	American Homebrewers Association
96276	California Homebrewers Association
96277	And, letters from homebrewers throughout the State
96278	Sudden Unexplained Death in Childhood Foundation
96279	Clean Energy and Clean Energy Renewable Fuels
96280	Junior Leagues of California, State Public Affairs Committee
96281	Junior League of Napa-Sonoma
96282	Junior League of San Diego
96283	State Public Affairs Committee, Junior Leagues of California
96284	Crusade for Life, Inc.
96285	Disability Rights Education & Defense Fund
96286	Life Legal Defense Foundation
96287	Physicians for Social Responsibility of Los Angeles
96288	Berkeley Chess School
96289	California Labor and Workforce Development Agency
96290	California Manufacturers &Technology Association
96291	Glendale Unified School District League of California Cities
96292	Breathe CA
96293	Building Doctors
96294	California Public Health Association, North
96295	California Service Chapter, American College of Physicians
96296	Communications Workers of America, District 9, AFL-CIO
96297	Anaheim City School District
96298	Magnolia School District
96299	Manteca Unified School District
96300	Nevada County Superintendent of Schools Holly Hermansen
96301	Nevada Joint Union High School District
96302	Ripon Unified School District
96303	Sulphur Springs Unified School District
96304	San Mateo County Firefighters, IAFF Local 2400
96305	California State Controller Betty T. Yee
96306	Adobe Community
96307	Affirmed Housing
96308	Affordable Housing Association-Pacific Southwest
96309	Affordable Housing, Inc.
96310	Alameda County Development Disabilities Council
96311	Alameda County Housing Authority
96312	Alpha Construction Co., Inc.
96313	Amy Hiestand Consulting
96314	Angelus Plaza, a Retirement Housing Foundation
96315	Aspira Net
96316	Be.grou
96317	Beacon Communities
96318	Burbank Housing Corporation
96319	California Community Loan Fund
96320	California Political Consulting Group
96321	Christian Church Pacific Southwestern Region
96322	City of Banning
96323	City of Chowchilla
96324	City of Danville
96325	City of El Centro
96326	City of Eureka
96327	City of Lodi
96328	City of Vista
96329	Community Corporation of Santa Monica
96330	Community Housing Opportunities Corporation
96331	Community Land Trust Association
96332	Community Leadership Association
96333	Community Overcoming Relationship Abuse
96334	Contra Costa Interfaith Housing
96335	Core Affordable Housing
96336	Downtown Women's Center
96337	East Bay Legislative Coalition
96338	Episcopal Diocese of Los Angeles
96339	Goldfarb & Lipman LLP
96340	HCEB
96341	Highridge Costa Housing Partners, LLC
96342	Highridge Costa Investors, LLC
96343	HIP Housing, Inc.
96344	HKIT Architects
96345	Hollywood Adventist Church
96346	Hope Home Ownership for Personal Empowerment, LLC
96347	Housing Authority, City of San Buenaventura
96348	Housing Authority, City of Santa Barbara
96349	Housing Authority, City of Santa Clara
96350	Housing Choices Coalition
96351	Housing Element of the City of Emeryville
96352	Hudson Housing Capital
96353	Kennedy Commission
96354	Korean Resource Center
96355	Laurin Associates
96356	Linda M. Nelson DBA Nelson Rental Consultant
96357	MidPen Housing
96358	Nancy Lewis Associates, Inc.
96359	NeighborWorks Orange County
96360	Newman Garrison and Partners, Inc.
96361	Northern California Presbyterian Homes and Services
96362	Onyx Architects
96363	Orange Coast Interfaith Shelter
96364	Pacific West Communities
96365	People's Self Help Housing Corporation
96366	PEP Housing
96367	Powell & Partners, Architects
96368	Project Access, Inc.
96369	Retirement Housing Foundation
96370	San Diego Organizing Project
96371	San Diego Tenant Association
96372	San Joaquin Valley Housing Collaborative
96373	Seventy Day Adventist Church
96374	Shelter Partnership, Inc.
96375	Shelter, Inc.
96376	Sonoma County Housing Advocacy Group
96377	Southern California Legislative Council
96378	St. Anthony Foundation; St. Vincent's
96379	TELACU Residential Management
96380	Trinity Center Walnut Creek
96381	Walkland Housing and Development Corporation
96382	Ward Economic Development Corporation
96383	Western Seniors Housing, Inc.
96384	WORKS
96385	Yolo Housing
96386	19 individuals
96387	ABHOW
96388	Monterey Regional Waste Management District [SPONSOR]
96389	Monterey Peninsula Chamber of Commerce
96390	The Offset Project
96391	Services, Immigrant Rights & Education Network
96392	The LGBT Center Orange County
96393	Immigrant Youth Coalition
96394	Immigration Equality
96395	CARECEN Norcal and Socal
96396	TransLatin@
96397	Congregations Building Communities
96398	Centro Laboral de Graton
96399	VIDAS
96400	American Immigration Lawyers Association Pangea Legal Services
96401	Lawyers Committee for Civil Rights
96402	Marin Interfaith Alliance
96403	Interfaith Movement for Human Integrity
96404	Familia Trans Queer Liberation Movement
96405	Mount Diablo Unitarian Universalist Church
96406	UCI Law Clinic
96407	Motivating Individual Leadership for Public Advancement
96408	Prison Law Office
96409	PICO
96410	Jewish Family Services Los Angeles
96411	San Joaquin Immigrant Youth Coalition
96412	A New Way of Life Re-entry
96413	Center for Gender and Refugee Studies
96414	Enlace
96415	San Fernando Dream Team
96416	LA LGBT Center
96417	Adult Day Health Care of Mad River
96418	Ararat Adult Day Health Care Center
96419	Avenidas
96420	Casa Pacifica Adult Day Health Care Center
96421	Meals-on-Wheels Greater San Diego, Inc.
96422	New Life Adult Day Health Care
96423	San Fernando Valley Adult Day Health Care, LLC
96424	San Francisco Department of Aging and Adult Services
96425	Sunny Cal Adult Day Health Care Center, Inc.
96426	Sunny Day Adult Community Based Adult Services
96427	Two individuals.
96428	Center for Accessible Technology
96429	San Diego Area Congregations for Change
96430	APLA Health
96431	Del Mar Law Group, LLP
96432	International Federation of Professional and Technical Engineers
96433	Golden State Manufactured-Home Owners' League
96434	Howard Jarvis Taxpayers' Association
96435	20 individuals
96436	California Children's Health Coverage Coalition
96437	Pre-Health Dreamers
96438	California Mental Health Connection
96439	Doctors for America
96440	The Greenling Institute
96441	Latino Medical Student Association
96442	Services, Immigrant Right, and Education Network
96443	Stanford University's Latino Medical Student Association
96444	Six Individual Letters
96445	Anne DeMartini, Trustee, Yosemite Community College District
96446	Associated Builders & Contractors of California
96447	Buddy Mendes, Supervisor, Fresno County Board of Supervisors
96448	California Women for Agriculture
96449	Camarillo Chamber of Commerce
96450	American Water Works Association, California-Nevada Section
96451	Campbell Chamber of Commerce
96452	City of Sunnyvale
96453	Cupertino City Council
96454	Gilroy Chamber of Commerce
96455	Los Altos Hills City Council
96456	Milpitas Chamber of Commerce
96457	Santa Clara County Farm Bureau
96458	Community Health Center Network
96459	Family Health Centers of San Diego
96460	Health Alliance of Northern California
96461	Health and Life Organization, Inc.
96462	Kheir Center
96463	Marin Community Clinics
96464	Mountain Valleys Health Centers
96465	North East Medical Services
96466	Redwood Community Health Coalition
96467	Valley Community Healthcare
96468	White Memorial Community Health Center
96469	Educare California at Silicon Valley
96470	Ellis Alden Vineyards
96471	Fight Crime: Invest in Kids California
96472	Mission Readiness - Military Leaders for Kids
96473	Northrop Bay Leadership Council
96474	Palo Alto League of Women Voters
96475	The Opportunity Institute
96476	Yolo County Office of Education
96477	Opening Door
96478	Deputies of the Mono County Deputy Sheriff's Association
96479	Glenn County Rangeland Association
96480	Napa, City of
96481	Napa Valley Vintners
96482	Brocade Communications Systems, Inc.
96483	Genuine Certificate of Authenticity
96484	Mark Hamill, Actor
96485	Ben DuVal Farms, Inc.
96486	City of Tulelake
96487	Frey Farms
96488	Gold Dust Potato Processors, Inc.
96489	Jeff and Leslie Boyd Farms
96490	JW Farming, LLC
96491	Klamath Water Users Association
96492	McKoen & Son
96493	Modoc County Farm Bureau
96494	Potato Karma
96495	Seus Family Farms, Inc.
96496	Siskiyou County Board of Supervisors
96497	Staunton Farms
96498	Tally Ho Farms
96499	WJB, LLC
96500	One individual farmer
96501	City of Adelanto
96502	Secondhand Collectors Association
96503	California Paint Council
96504	PaintCare
96505	A New Way of Life Re-Entry Project
96506	Berkeley Youth Alternatives
96507	Community Works' Project WHAT!
96508	RYSE Youth Center
96509	Urban Peace Movement
96510	The W. Haywood Burns Institute
96511	Association of California Recycling Industries
96512	California Electronic Asset Recovery
96513	California Manufacturing and Technology Association
96514	CarbonLITE Industries
96515	Command Packaging
96516	CR&R Environmental Services
96517	Don't Waste LA Coalition
96518	ECS Refining
96519	Global Plastics
96520	Institute of Scrap Recycling Industries
96521	PC Recycle
96522	Potential Industries
96523	RePet
96524	RePlanet
96525	Strategic Materials
96526	Tri-City Economic Development Corporation
96527	Talco Plastics
96528	Verdeco Recycling
96529	Child Neurology Foundation
96530	Biotechnology Industry Association
96531	California Cable & Telecommunica5tions Association
96532	City of  Napa
96533	Fairfield Suisun Chamber of Commerce
96534	Lystek International, Ltd.
96535	Service Employees International Union, California State Council
96536	Sierra Club of California
96537	Recreational Vehicle Industry Association
96538	California Recreational Vehicle Dealers Association
96539	Homies Unidos
96540	One private individual
96541	California Parole and Correctional Association
96542	Los Angeles Probation Officers Union, AFSCME Local 685
96543	Madera Probation Peace Officers Association
96544	Sacramento Police Officers Association
96545	San Diego County Probation Officers Association
96546	San Diego Police Officers Association
96547	Stanislaus County Deputy Probation Officers Association
96548	California Association of Ag and Labor
96549	California Association of Nurseries & Garden Centers
96550	California Blueberry Association
96551	California Producer Handler-Association
96552	Lupus LA
96553	Pleasanton Unified School District
96554	Social Justice Learning Institute
96555	Automotive Specialty Products Alliance
96556	California Right to Life Committee, Inc..
96557	California Shock Trauma Air Rescue
96558	Mercy Air
96559	PHI Air Medical
96560	Air Methods
96561	10)POLICY COMMENTS.
96562	11)COMMITTEE AMENDMENTS.
96563	REGISTERED SUPPORT
96564	Acrobat Outsourcing
96565	Caxf1ada College
96566	East Palo Alto City Councilmember Ruben Abrica
96567	J&J Air Conditioning
96568	JobTrain, Inc.
96569	NOVA Workforce Board
96570	Sequoia Adult School
96571	11 Individuals
96572	u Public Advocates
96573	National Council of Jewish Women- California
96574	American Association of University Women, Long Beach
96575	Junior Leagues of California
96576	Sen. George Runner, Member, State Board of Equalization
96577	City of Big Bear Lake
96578	45 Individuals
96579	California Association of County Veterans Services Officers
96580	California Council of Chapters
96581	Goodwill of California
96582	VFW Department of California
96583	Commercial Real Estate Development Association, NAIOP of Calif.
96584	USANA Health Sciences, Inc.
96585	California Business Property Association
96586	Institute of Real Estate Management
96587	National Association of Real Estate Investment Trusts
96588	The Maritime Museum of San Diego
96589	3 individuals
96590	LA County Supervisor Michael Antonovich
96591	Access Support Network
96592	Bienestar Human Services, Inc.
96593	Positive Women's Network
96594	Autistic Self-Advocacy Network
96595	California Disability Alliance
96596	Calvary Chapel Golden Springs
96597	Capitol Resource Institute
96598	International Life Services
96599	Conservation Corps of Long Beach
96600	Habitat for Humanity of Greater Los Angeles
96601	Paramount American Legion Post #134
96602	KlaasKids Foundation
96603	County Welfare Directors Association of CA  -sponsor
96604	Division
96605	each year.
96606	STAFF COMMENTS
96607	California Association for the Education of Young Children
96608	California Child Care Coordinators Association
96609	Child Development Incorporated
96610	First 5 San Mateo County
96611	Gilroy Unified School District State Preschool
96612	Kindango
96613	Leagues of Women Voters of Santa Clara County
96614	Mountain View Wishman
96615	San Francisco Child Care Planning and Advisory Council
96616	San Francisco SRR Initiative
96617	SJB Child Development Centers
96618	FairVote
96619	California Attorney General Kamala D. Harris
96620	California Impact Partners
96621	Center for California Homeowner Association Law
96622	Central Valley Realist Board
96623	Institute on Aging Elder Abuse Prevention Program
96624	Los Angeles County Consumer & Business Affairs
96625	NAACP California
96626	NeighborWorks HomeOwnership Center Sacramento
96627	Non-Profit Housing Association of Northern CA
96628	Peoples' Self-Help Housing Corp.
96629	Valley Economic Development Center, Inc. --Van Nuys
96630	Labor Coalition
96631	Santa Clara County Water District
96632	County of San Mateo Board of Supervisors
96633	Golden Gate Regional Center
96634	Imperial County Sheriff's Office
96635	Advancing Justice California
96636	Legal Aid Society of San Mateo
96637	Americans for Democratic Action, Southern California
96638	USW Local 675
96639	City of Los Angeles, City Councilmember Gil Cedillo
96640	West Hollywood Chamber of Commerce
96641	Alliance of Nurses for Healthy Environment
96642	All Power Labs
96643	American Academy of Pediatrics - California
96644	Atlas ReFuel
96645	Bay Area Regional Health Inequities Initiative
96646	Bonnie J. Addario Lung Cancer Foundation
96647	California Association of Environmental Health Officers
96648	California Black Health Network, Inc.
96649	Climate 911
96650	CR & R
96651	Harvest Power, Inc.
96652	Health African American Families II
96653	Los Angeles County Waste Management
96654	Network of Ethnic Physician Organizations
96655	Next Gen Climate
96656	Physicians, Scientists and Engineers Healthy Energy
96657	RAMP and Community Action to Fight Asthma
96658	San Joaquin County Asthma and COPD Coalition
96659	Santa Clara County Public Health Department
96660	St. John's Well Child and Family Centers
96661	29 Individuals
96662	California Association of Public Insurance Adjusters
96663	NCFIA Anti-Fraud Alliance
96664	United Policyholders
96665	City of Fullerton Police Department
96666	California Cannabis Delivery Alliance
96667	Adventist Medical Center - Hanford
96668	Adventist Medical Center - Reedley
96669	Adventist Medical Center - Selma
96670	Alhambra Hospital Medical Center
96671	Banner Lassen Medical Center
96672	Barton Memorial Hospital
96673	Central Valley General Hospital
96674	Colusa Regional Medical Center
96675	Community Hospital of the Monterey Peninsula
96676	Community Hospital Long Beach
96677	Cottage Health System
96678	Dignity Health Community Hospital of San Bernadino
96679	Dignity Health Dominican Hospital
96680	Dignity Health Glendale Memorial Hospital and Health Center
96681	Dignity Health St. Bernardine Medical Center
96682	Dignity Health St. Mary Medical Center, Long Beach
96683	Feather River Hospital
96684	George L. Mee Memorial Hospital
96685	Hazel Hawkins Memorial Hospital
96686	Hemet Valley Medical Center
96687	American Federation of Teachers, Local 2121
96688	California School Employees Association California Teachers Association
96689	Cambodian American Business Association
96690	Cambodian Association of America
96691	Cambodian-Americans for Rural Education Foundation
96692	Moving Beyond Witness
96693	u California Federation of Teachers
96694	California Greenworks, Inc.
96695	Individual Letters
96696	Office of Ratepayers Advocates
96697	Pleasant Hill Chamber of Commerce
96698	SeaWave Battery, Inc.
96699	The Grant Farm
96700	Vamous Unidos USA
96701	Mental Health America in California
96702	Ebbetts Pass Forest Watch
96703	911 Ambulance Provider's Medi-Cal Alliance
96704	Gold Coast Ambulance
96705	Mercy Medical Transportation
96706	California Association of Licensed Investigators, Inc.
96707	Goodwill Southern California
96708	Veterans of Foreign Wars of California
96709	Great California Livery Association
96710	Michael Bennett, Goleta City Councilmember
96711	Student Senate for California Community Colleges Region X
96712	Student Senate for California Community Colleges Region IX
96713	Student Senate for California Community Colleges Region IV
96714	Student Senate for California Community Colleges Region V
96715	Student Senate for California Community Colleges Region VI
96716	Student Senate for California Community Colleges Region VII
96717	Student Senate for California Community Colleges Region VIII
96718	Student Senate for California Community Colleges Region I
96719	Student Senate for California Community Colleges Region II
96720	Student Senate for California Community Colleges Region III
96721	Department of Alcoholic Beverage Control
96722	California Apartment Association [SPONSOR]
96723	California School Employees Association Californians Together
96724	Children's Network
96725	Fight Crime Invest in Kids California
96726	Frist 5 California Frist 5 Fresno County
96727	Lutheran Office of Public Policy California
96728	Santa Barbara Unified
96729	Asian Americans Advancing Justice- Los Angeles
96730	Causa Justa: Just Cause
96731	Mixteco
96732	Southern California Coalition of Occupational Safety and Health
96733	Indigena Community Organizing Project
96734	Alameda Science and Technology Institute
96735	California Community Colleges, The Chancellor's Office
96736	Chaffey Community College District
96737	Claremont Unified School District
96738	Compton Unified School District Board of Trustees
96739	Feather River Community College District
96740	Los Angeles College Faculty Guild
96741	Los Rios Community College District Board of Trustees
96742	Pasadena Community College District
96743	Placer Union High School District
96744	Roseville Joint Union High School District
96745	San Diego Community College District Board of Trustees
96746	San Jose Evergreen Valley College District
96747	Siskiyous Joint Community College District
96748	Western Placer Unified School District
96749	Sport Fishing Conservancy
96750	Amigos Del Air Libre
96751	Big Fish Bait and Tackle
96752	Deep Blue Scuba and Swim Center
96753	Get Wet Scuba
96754	Harbor Breeze Corporation
96755	Hubbs-Sea World Research Institute
96756	Pierpoint Landing
96757	Professional Association of Diving Instructors
96758	San Diego County Wildlife Federation
96759	22nd Street Landing Sportfishing
96760	Page E
96761	The California Association of Highway Patrolman
96762	California Police Chiefs Association, Inc.
96763	Los Angeles County District Attorney's Association
96764	Los Angeles Probation Officers Union, AFSCME, Local 685
96765	API Equality-LA
96766	Asian American Advancing Justice-Los Angeles
96767	Native Hawaiian & Pacific Islander Alliance
96768	Office of Legislative Counsel
96769	Acacia Adult Day Services
96770	Alzheimer's Association California Council
96771	Eskaton Adult Day Health Center
96772	Friends of Adult Day Health Care Centers
96773	Get Together Adult Day Health Care Center
96774	Guardian Adult Health Centers of California
96775	J GELT Corporation
96776	Rehabilitation Services of Northern California: Bedford Center
96777	San Fernando Valley Adult Day Health Care, LLC.
96778	Tender Heart Adult Day Health Care Center
96779	United Way of Santa Barbara County
96780	California Police Chiefs Association Inc.
96781	Americans for Civil Liberties Union of California
96782	California Newspaper Publisher Association
96783	San Diego Water Authority
96784	Support - continued
96785	Community Water Center Council for Watershed Health
96786	County Sanitation District of Los Angeles
96787	Lakeside Water District
96788	Pueblo Unido Community Development Corporation
96789	Roots of Change Rural Community Assistance Corporation
96790	San Jerardo Cooperative
96791	Personal Insurance Association of California
96792	Redondo Beach Chamber of Commerce & Visitors Bureau
96793	California Association of Public Authorities for IHSS,
96794	UWDA
96795	Immigrant Resettlement and Cultural Center
96796	California Attorney General Kamala Harris
96797	Contra Costa District Attorney's Office
96798	Napa County District Attorney's Office
96799	Sonoma County District Attorney's Office
96800	Yolo County District Attorney's Office
96801	City of Oakland [SPONSOR]
96802	EveryOne Home
96803	National Association of Social Workers-CA Chapter
96804	California Association of Bed & Breakfast Inns
96805	Commercial Real Estate Development Association
96806	USANA Health Services, Inc.
96807	Shute, Mihaly & Weinberger LLP
96808	Alameda County CASA
96809	Beyond Emancipation
96810	Casa de Amparo
96811	Children's Laws Center of CA  - sponsor
96812	Covenant Community Services
96813	David and Margaret Youth and Family Servicers
96814	Coalition of Welfare Rights Organizations
96815	California Catholic Conference, INC
96816	Capital SouthEast Connector JPA Board of Directors
96817	Organizations
96818	American Humane Association Hollywood
96819	Animal Actors of Hollywood
96820	Face in the Crowd Casting
96821	Farm Bureau Monterey
96822	Gentle Jungle, Inc.
96823	No Animals Were Harmed program
96824	Pacific Animal Productions
96825	Silver Screen Animal, Inc.
96826	Wild Wonders, Inc.
96827	Worldwide Movie Animals
96828	Columbus Zoo and Aquarium
96829	Verdeco Recycling, Inc.
96830	Affordable Housing Advocates
96831	Family Violence Appellate Project
96832	Impact Fund
96833	Justice and Diversity Center of the State Bar
96834	Legal Aid of Marin
96835	Legal Aid of Sonoma County
96836	OneJustice
96837	Western Center for Law and Poverty
96838	Numerous Individual Certified Massage Therapists
96839	Crossroads of the West
96840	Black Parallel School Board of Sacramento
96841	Appraisal Institute California Government Relations Committee
96842	AAA Northern California, Nevada & Utah
96843	Riverside State Sheriffs Association
96844	California Police Chiefs Association California State Sheriffs' Association
96845	California State Independent Living Council
96846	Cornelius Financial Group
96847	Court Appointed Special Advocates of Kern County
96848	Disability Resource Agency for Independent Living
96849	Friends Outside
96850	Golden Empire Transit District
96851	Goodwill Industries of South Central California
96852	Housing Authority of the County of Kern
96853	Kern County Office of the National Multiple Sclerosis
96854	Kern Travel
96855	Knight's Pumping & Portable Services, Inc.
96856	La Perla Market
96857	Mayor Harvey L. Hall, City of Bakersfield
96858	Mental Health Collaborative of Kern County
96859	New Advance for People with Disabilities
96860	Petro-LUD
96861	VOICED Coalition
96862	2 individual
96863	Alta Loma School District
96864	Coalinga-Huron Unified School District
96865	Dinuba Unified School District
96866	Special Education Local Plan Area Administrators
96867	AIDS Community Research Consortium
96868	Asian Pacific Health Foundation
96869	Bay Area Black Nurses Association
96870	Comprehensive Opiate Recovery Experience Medical Clinic, Inc.
96871	HIV Education and Prevention Project of Alameda County
96872	Mendocino County AIDs
96873	The Wall Las Memorias Project
96874	Viral Hepatitis Network
96875	Espiritu de Nuestro Futuro at CSU, Dominguez Hills
96876	Fullerton College Dream Team
96877	IDEAS at Mt. San Antonio College
96878	SFSU)
96879	RISE at Los Angeles Trade Tech
96880	Rising Immigrant Scholars through Education  at Berkeley
96881	Scholars Promoting Education Awareness and Knowledge
96882	Francisco State University
96883	Voices Organizing Immigrant Communities for Educational Success
96884	Boehringer-Ingelheim Pharmaceutical Company
96885	National Council of Asian Pacific Islander Physicians
96886	California League of Conservation Voters California Wolf Center
96887	San Francisco SCPA
96888	Sea World San Diego
96889	United States Senator Diane Feinstein
96890	Relief International
96891	Oppose Unless Amended:
96892	u u (Prior to 3
96893	29 amendments)
96894	KernTax
96895	Fiona Ma, State Board of Equalization Member
96896	13 RDHAPs
96897	California Peace Officers' Memorial Foundation
96898	California State Law Enforcement Association
96899	Asian Americans Advancing Justice-Los Angeles
96900	Asian American's Advancing Justice-Sacramento
96901	East Bay Alliance for a Sustainable Economy
96902	Employee Rights Center
96903	Filipino American Service Group Inc.
96904	Immigrant Legal Recourse Center
96905	Jobs with Justice San Francisco
96906	Justice for Immigrants Coalition of Inland Southern California
96907	Orange County Immigrant Youth United
96908	Resistencia Autonomia Igualdad LideraZgo
96909	San Diego Immigrant Rights Consortium
96910	Service, Immigrant Rights, and Education Network
96911	Southern California Coalition for Occupational Safety and Health
96912	The CLEAN Carwash Campaign
96913	Transforming Immigrant Communities through Education
96914	UNITE-HERE, Local 30
96915	Voz Interpreting
96916	American GI Forum of California
96917	California Chapters of the American Public Works Association
96918	City of Indian Wells
96919	Pharmaceutical Researchers and Manufacturers Association
96920	u None received
96921	Chief Probation Officers Association of California
96922	Asian Americans Advancing Justice-LA
96923	Mike Feuer, Los Angeles City Attorney
96924	San Francisco Immigrant Rights Commission
96925	Desert Protective Society
96926	Eastside  Coalition Against Exide
96927	Imperial County Air Pollution Control District
96928	Labelgmos.org
96929	La Union Hace la Fuerza
96930	Our Roots Multi-Cultural Center
96931	Seeley Citizens United
96932	The Environmental Justice Coalition for Water
96933	The Family Treehouse
96934	Tri-Valley Communities Against a Radioactive Environment
96935	9 to 5
96936	9 to 5 California Chapter and National Association
96937	Alliance for Community Empowerment
96938	Antelope Valley Hospital WIC Program
96939	Breastfeed LA
96940	California Asset Building Coalition
96941	California Child Care Resource & Referral Network
96942	California Legislative Women's Caucus
96943	Center for WorkLife Law at UC Hastings
96944	Child Family Guidance Center
96945	Employment Lawyers Association
96946	Healthy Communities, Inc.
96947	National Association of Working Women
96948	South LA Health Projects
96949	Stronger California Advocates Network
96950	Tradeswomen, Inc.
96951	UFCW Western State Council
96952	California Environmental Justice Alliance and CEJA Action
